date,aapl.us,adbe.us,amat.us,amd.us,amzn.us,googl.us,intc.us,meta.us,msft.us,mu.us
2024-02-14,0.148599,0.015775971,0.04794941,-0.10700607,0.0764859,0.032515258,-0.031334087,0.012215196,0.052855015,-0.17722099
2024-02-15,0.07079852,0.06829146,-0.040753253,0.08156884,0.08271459,0.007068336,-0.05036159,-0.0413403,0.043043714,-0.05280348
2024-02-16,0.1058866,0.14413548,0.038686015,0.0140120685,-0.054478616,-0.08607738,0.006668076,-0.12886347,0.10188149,0.00015111268
2024-02-20,0.0646527,0.04555788,0.01010301,0.07470593,0.05886002,-0.10876252,0.044051737,-0.03759519,0.03329448,-0.077020235
2024-02-21,0.07909121,0.07269528,0.19294885,-0.21265432,-0.08182342,-0.047236383,0.041703627,-0.033279322,0.064899854,0.024565458
2024-02-22,-0.03160078,0.014768653,0.13168429,0.033341676,0.011290044,-0.13623242,-0.011315897,-0.013949969,-0.016321631,-0.10477335
2024-02-23,0.010172553,0.09296756,0.03660407,0.026595354,0.05905032,-0.05694364,-0.0804185,-0.041760124,-0.018936925,-0.039991736
2024-02-26,0.13863507,-0.0152328685,0.102372795,-0.018709451,0.009930164,0.00092977285,-0.02188383,0.03775832,0.012009828,-0.103434935
2024-02-27,0.16543247,0.01190152,-0.016537793,0.073194206,-0.0074431747,-0.046956137,-0.030600384,0.018683381,0.0033983737,-0.08261126
2024-02-28,-0.014487915,0.1216917,0.16884127,-0.15891081,-0.03435543,-0.10946719,-0.010091692,-0.09228439,0.04669476,0.035501435
2024-02-29,0.16811055,0.12129267,0.08999473,-0.09975985,0.032560885,0.005679831,-0.051519588,-0.0014277035,0.04890208,-0.0995639
2024-03-01,0.05942614,0.055097453,0.0009685829,-0.0038683414,0.10107456,0.03823434,-0.07332793,0.007558382,0.0035485635,-0.07593145
2024-03-04,0.081350714,0.03570416,-0.016506232,0.045924634,0.022023812,-0.016437188,-0.0747785,-0.0029520625,0.007797078,-0.039455786
2024-03-05,0.13622396,0.06322303,-0.050489746,-0.022081196,0.020644441,0.056443512,-0.014354423,0.027849674,0.030596763,-0.018376574
2024-03-06,-0.08232639,0.05920168,0.105470024,0.018767,0.06679641,-0.10609914,-0.0639188,-0.050075985,-0.0076353294,-0.07042506
2024-03-07,0.11930039,0.045730688,-0.051342748,0.0075235367,0.025788695,0.009340912,-0.038634434,-0.0047657983,0.054091092,-0.045389622
2024-03-08,0.009493791,0.11769166,0.148556,-0.10386185,-0.056175053,0.0026189685,-0.008122981,-0.056800835,0.040757306,0.07041533
2024-03-11,0.029909484,0.034895115,0.19911605,-0.124711886,0.002541691,-0.10774808,-0.025526613,-0.0090508545,0.02815206,-0.12086886
2024-03-12,0.1649183,-0.09317095,0.082115225,-0.11246985,0.021612406,-0.036776528,0.04373978,0.055787556,0.033112425,-0.15449256
2024-03-13,0.059830904,0.07874551,0.03723246,0.044470638,0.017982855,-0.01437217,-0.068820834,-0.024618201,-0.008858986,-0.017324105
2024-03-14,-0.0109182075,0.013244994,0.13574833,0.000980258,0.03562361,-0.08196302,-0.00068090856,0.0031911498,0.033979617,-0.10031375
2024-03-15,0.054830037,-0.018412985,0.10775027,-0.012045458,0.04514441,-0.10066567,0.06778094,0.011428333,0.04220862,-0.09782408
2024-03-18,0.0062911287,0.15618649,0.10168777,-0.116729185,-0.001868993,-0.112430915,0.046226054,-0.102256946,0.052186932,0.038329557
2024-03-19,0.037104107,-0.06573529,0.12345628,-0.07535243,0.015742645,-0.032710373,-0.039022192,0.008102781,0.040931594,-0.11067101
2024-03-20,0.11502285,-0.0021088198,0.10039477,0.021753192,-0.022210062,-0.10081281,0.037803054,0.00010871049,0.04439547,-0.10627222
2024-03-21,0.005065806,0.08315193,0.120824225,0.008054391,-0.06484231,-0.13221857,0.047833987,-0.1034793,0.06992583,-0.012977496
2024-03-22,-0.017071761,0.079271756,0.0745302,-0.023110569,-0.0034484118,-0.0658005,-0.0013786852,-0.029280804,0.013618355,0.04045245
2024-03-25,-0.054082103,0.123123996,0.16184503,-0.15392005,0.0043536127,-0.11614041,0.04467058,-0.10724277,0.054178085,0.007591352
