date,aapl.us,adbe.us,amat.us,amd.us,amzn.us,googl.us,intc.us,meta.us,msft.us,mu.us
2014-11-06,-0.002588287,-0.001513496,0.0012361556,0.008341402,-0.00075218454,-0.0033499151,-0.003272146,0.0007111132,-0.005674891,-0.0027776137
2014-11-07,0.002638474,-0.0017327964,-0.0008993596,0.0048515126,-0.003383819,-0.0017896444,-0.0064229667,-0.002377987,-0.0066014603,-0.0053430796
2014-11-10,-0.00037670135,0.00073096156,0.00047972798,0.004616216,-0.0019553937,-0.002166137,-0.002846077,-0.0009806752,-0.006792277,-0.0015665889
2014-11-11,-0.0018750131,-0.00037363172,-0.0012289435,0.0055403486,-0.0007658936,-0.0031450093,-0.0019354373,-0.00056132674,-0.0072564036,-0.0011018552
2014-11-12,-0.0002904758,0.0009633601,-0.0004799664,0.0035568774,-0.0024352707,-0.0027859956,-0.0024553835,-0.003722906,-0.008756496,-0.0017948449
2014-11-13,0.0007364303,4.49121e-05,0.0010184199,0.0042031184,-0.0026469268,-0.001285851,-0.0030791461,-0.0031491816,-0.0069458336,-0.0024776235
2014-11-14,0.0012336001,-1.7285347e-05,-0.0011857152,0.004793972,-0.003261242,-0.0038186759,-0.0058184117,-0.006129056,-0.0076722354,-0.005489208
2014-11-17,-0.0018352047,0.0024380237,-0.0024747849,0.006737113,-0.0025359131,-0.0028591454,-0.0020739883,-0.005369872,-0.007127881,-0.0045268387
2014-11-18,0.0022091046,0.002467677,0.0030930191,0.004226312,-0.002507601,-0.0024261326,-0.0048253983,-0.004099041,-0.004573941,0.00017221645
2014-11-19,-0.001470685,-0.00029863417,-0.00067555904,0.004072875,-0.0032309927,-0.001098156,-0.0016834438,-0.003944099,-0.008918971,-0.0019784793
2014-11-20,-0.00093995035,0.0005928278,0.00080648065,0.0038318336,-0.0010838248,-0.0015106499,0.0003875345,0.00037425756,-0.007431917,0.0017963909
2014-11-21,0.0028172657,0.0014207959,-0.0011015087,0.0031383336,-0.005336497,-0.0027834028,-0.0080216825,-0.010858893,-0.0069764927,-0.0036224239
2014-11-24,-0.0051441863,-0.00012819469,0.00039167702,0.0035820678,-0.0015715696,-0.001897335,0.0008197874,0.0023578405,-0.009834468,0.0017291792
2014-11-25,-0.0022068396,0.00035572052,-0.00054736435,0.004111409,-0.0027414002,-0.0016609579,-0.0023285002,-0.0047704875,-0.007548809,-0.0011642389
2014-11-26,0.0005315393,-0.0013616681,-0.001661241,0.0038267896,-0.0029642917,0.0009109676,-0.0017639846,0.001819551,-0.0071064755,-0.00059667975
2014-11-28,-0.0017095879,-0.002256602,-0.0025350899,0.005938962,-0.003834758,-0.000722304,-0.0038976222,-0.0019441247,-0.0076485276,-0.0038855374
2014-12-01,-0.00017173588,-0.00010417402,-0.0020637661,0.00470756,-0.0027506389,-0.0016146451,-0.0026132613,-0.0030356944,-0.008029811,-0.002038341
2014-12-02,0.0073049366,-0.0013394803,0.0017585903,0.005916491,-0.0014840998,-0.00082165,-0.0062938184,-0.0010295808,-0.0024276897,-0.00033257902
2014-12-03,-0.0010500401,0.001080513,-0.0006584078,0.0054463595,-0.0022252537,-0.002082646,-0.0029103607,-0.0021753907,-0.007128544,-0.00013034046
2014-12-04,-0.003626287,-0.0020811707,0.0019646883,0.0066405386,-8.377805e-05,-0.001453355,-0.0017007142,0.0008702874,-0.0052477345,0.00060668215
2014-12-05,0.003261812,-0.0013533235,-0.0012850314,0.0036400184,-0.0025422312,-0.0019032806,-0.004882887,-0.0011540949,-0.0066840798,-0.0021915622
2014-12-08,-0.004187286,0.0021006167,-0.0003350675,0.011205316,-0.0020113327,-0.0020801276,-0.001700595,-0.0012884438,-0.0048532337,-0.0021256022
2014-12-09,0.0040760636,-0.00044350326,0.0018692911,0.001800403,-0.0017885603,0.0021454543,0.00037772954,0.003702402,-0.006761506,0.0036972947
2014-12-10,-0.0022153184,-6.432831e-05,-0.00062453747,0.0050964504,-0.0011755563,-0.002273038,-0.0014342517,-0.0010668039,-0.0070241764,-0.0021736398
2014-12-11,0.0030289069,0.0030107647,0.0033075511,0.0057311207,-0.0015349723,-5.8874488e-05,-9.6574426e-05,0.0005659759,-0.004520282,0.0022500567
2014-12-12,0.00027307123,-0.00035969913,-0.0018080026,0.004445426,-0.0028604306,-0.0013155639,-0.0036302954,-0.0004995465,-0.007256873,-0.0013453886
2014-12-15,0.0010341555,-0.006939575,-0.001694873,0.0006919876,-0.0029879846,0.005203873,-0.0028084666,0.006258428,-0.009708211,-0.004344143
2014-12-16,0.00022081286,0.0050151497,0.0019851923,0.008243479,-0.0007089712,-0.0032431632,-0.001083836,-0.0018856227,-0.0029529184,0.0012903847
2014-12-17,-0.0047878027,0.0026143044,0.0044842362,0.009971134,0.001095172,-0.0006457418,0.0017254949,0.0013847947,-0.0025722608,0.0034604557
2014-12-18,-0.00117708,-0.0038972646,-0.0035669655,0.0028180256,-0.0036427118,-0.0016919374,-0.0050477684,-0.0024956167,-0.009913377,-0.0046343356
2014-12-19,0.0032055527,-0.005642429,-0.0039200783,0.0037606657,-0.004826341,-0.0022563934,-0.009471163,-0.0035458505,-0.007909752,-0.008130193
2014-12-22,-0.0011703074,-0.00011883676,-0.0011449605,0.0054277033,-0.0011826493,-0.0019951314,-0.0014301687,0.004496962,-0.00678809,-0.00045864657
2014-12-23,-0.00092563033,-0.001477167,-0.004122898,0.0045156106,-0.0018954016,-0.0018253624,-0.0043817014,-0.0025633276,-0.0064847097,-0.0023505762
2014-12-24,0.0022429377,-0.00091189146,-0.00064074993,0.0032665506,-0.0017235614,-0.0028071105,-0.0046963245,-0.0015194118,-0.00658457,-0.00044749677
2014-12-26,0.0018197894,-0.0006420016,0.00042775273,0.003535375,-0.0023036338,3.860891e-05,-0.002275914,0.0005623102,-0.0067842454,-0.0004310757
2014-12-29,-0.00015363842,0.0004905611,-0.00042930245,0.002466701,-0.0023989715,-0.0021285862,-0.0021609962,-0.0030626059,-0.008699201,-0.0021353886
2014-12-30,-0.003508471,0.0028251708,0.00067585707,0.006453648,-0.0008158423,-0.0041460246,-0.0010801256,-0.00042498112,-0.007398173,-0.00026639178
2014-12-31,-0.0005105287,0.002096355,0.0010095984,0.00641644,-4.3753535e-05,-0.0023053288,-0.00093483925,0.0011377931,-0.005195543,0.0012663938
2015-01-02,-0.0008551553,0.0024566352,0.0014778674,0.005304165,0.00023951754,-0.0021874905,-0.0012978017,0.0019053817,-0.0053654388,0.0019056462
2015-01-05,0.00096069276,4.8935413e-05,-0.0010135472,0.006132409,-0.0011248626,-0.0019370317,-0.0044751614,5.1289797e-05,-0.004570842,-0.0015329197
2015-01-06,0.0040726885,0.0018370152,0.0028513372,0.0039915293,-0.00091666356,-0.00014600158,-0.002607897,0.0016604662,-0.004360564,0.0015154146
2015-01-07,0.0032991618,0.0028731525,0.005751729,0.0029423386,-0.0018498935,-0.00090144575,-0.0018526167,-0.00022891164,-0.005597621,7.970631e-05
2015-01-08,0.0030035377,-0.0014228076,-0.0024772882,0.0050335675,-0.0029518344,-0.0010882914,-0.0062167197,-0.006240636,-0.0055607557,-0.0064275935
2015-01-09,-0.0015369803,-0.004222244,-0.0035382062,0.004156396,-0.0050564446,-0.003915593,-0.008010283,-0.0044516623,-0.0109266415,-0.008689817
2015-01-12,-0.0006756112,0.0017953068,0.0017850995,0.006396584,-0.0013676025,-0.0019418895,-0.0021673292,-0.0017943382,-0.0049721375,-5.7365745e-05
2015-01-13,0.004643269,0.00061912835,0.0019184351,0.0045308694,-0.00014445558,0.0019700527,-0.0015295148,0.0013863742,-0.0018515214,0.0022269376
2015-01-14,0.0016667917,0.00031724572,0.0006350577,0.0023046434,-0.0013235547,-0.00075769424,-0.0018620342,-0.0015375018,-0.0063176975,-0.00083868206
2015-01-15,0.0027792975,-9.0420246e-05,0.00059452653,0.003222376,-0.0010600425,0.00076408684,-0.00063224137,0.00035318732,-0.0052709654,0.0007578619
2015-01-16,0.0014615655,-0.00062817335,-0.00028793514,0.0077896416,0.0010150336,0.0010064691,0.0006530136,0.0014158785,-0.0026387647,0.0019518919
2015-01-20,0.003686726,-0.002695769,-0.005044654,0.004945986,-0.002772037,0.00057056546,-0.0031877905,-0.0003760159,-0.0069911033,-0.004834499
2015-01-21,0.0002426058,-0.00041142106,-0.00016784668,0.005126469,-0.0036362745,-0.0016298145,-0.00055000186,-0.0013608634,-0.009686656,-0.0046657026
2015-01-22,-0.007269427,0.00068703294,-0.0022399724,0.0050139353,0.0002183877,-0.0037121773,-0.0011898875,-2.56598e-05,-0.0077413768,0.0014959984
2015-01-23,0.0010241419,-0.0037075728,-0.0055523664,0.000877887,-0.0033125319,-0.0031733513,-0.005664751,-0.0036097765,-0.010696538,-0.0068429783
2015-01-26,0.0023583248,-0.00084905326,0.00023366511,0.00046215206,-0.0026699342,-0.0011202246,-0.0019027889,0.00092947483,-0.009360656,-0.0017166138
2015-01-27,-0.0038824156,0.0019571185,0.0025182962,0.0065540522,0.00019183382,-0.0043987483,-0.0026338696,0.0020507872,-0.004541576,0.00016546994
2015-01-28,-0.008522905,0.007960722,0.007195875,0.0060882717,0.0042365156,0.0037879348,0.013746306,0.010018617,-0.004313931,0.01183046
2015-01-29,-0.00086098164,0.0015293956,0.005164221,0.0020523667,-0.0031274892,0.0013264716,0.0023038238,-0.003677994,-0.008626796,-0.0035707206
2015-01-30,0.00028640032,-0.0016930699,-0.0032493472,0.0029159486,-0.0049997307,-0.0028376281,-0.0064595044,-0.0050857365,-0.0106033385,-0.008864626
2015-02-02,-0.0073812976,0.010030627,-0.0037016422,0.0023648143,0.003030356,-0.0057467073,0.009073749,-0.0007740855,-0.0113375485,0.004311692
2015-02-03,0.002220124,6.535649e-05,-0.0019357204,0.0035010725,-0.0026274957,-0.003663525,-0.009627417,-0.007754773,-0.0055381358,-0.0076275393
2015-02-04,-0.0030030385,-0.0017085671,-0.0022051334,0.006101586,-0.00066528097,-0.0026651323,-0.004482165,0.00031894445,-0.0061956123,-0.0027472489
2015-02-05,-0.0013899356,0.0004428029,-0.0004120469,0.0053482056,-0.0020752288,-0.002983883,-0.0057328343,-0.0026662946,-0.0064376816,-0.004343923
2015-02-06,-0.005004376,-0.00059993565,-0.0013307631,0.0030644834,-0.0004590787,-0.0058978945,-0.00881885,-0.0012328029,-0.0068195313,-0.0020572618
2015-02-09,0.0010497123,-0.00015747547,-0.0021281391,0.008526929,0.0006510578,-0.0009472519,0.0011590272,0.00040572882,-0.0044308975,-0.002297368
2015-02-10,0.0038428903,-7.802248e-05,0.002646178,0.0011263937,-0.002701018,-0.00055631995,-0.004077494,-0.0005631447,-0.007046826,-0.0025532022
2015-02-11,-0.0041544735,-0.0007303059,-0.0032258779,0.003651373,-0.0033248998,-0.005073473,-0.0031504035,-0.0045351684,-0.01223091,-0.001402434
2015-02-12,-0.0011983216,-0.00043189526,1.6227365e-05,0.0034058094,-0.0028804876,-0.0007736087,-0.0023759007,-0.0012697875,-0.008219443,-0.0042152368
2015-02-13,0.003078796,-0.0030562282,-0.0014678687,-0.0011144727,-0.004121486,-0.002167821,-0.006945029,-0.00426507,-0.010291554,-0.0030944534
2015-02-17,0.0021243766,-0.00325422,-0.002571717,0.0017912388,-0.0027386583,-0.001508981,-0.0060100853,-0.0026570857,-0.0076616555,-0.004453525
2015-02-18,0.001794897,-0.0008366853,0.0004939139,0.0032045096,-0.003783945,-0.0005938113,-0.003913924,-0.0034767687,-0.00758145,-0.0024122857
2015-02-19,-0.00026953965,-0.0014342368,-0.00022421777,0.0042098984,-0.0025260784,6.711483e-05,-0.0013191849,0.0016275942,-0.007290967,-0.0031499974
2015-02-20,-0.0044587553,-0.00053942204,-0.0053714365,0.010026224,-0.0007180609,-0.0002937615,0.00015066564,0.0015102029,-0.0042235777,-0.0038421415
2015-02-23,-0.0008166805,0.00036792457,-0.0020089,0.0049348846,-0.0032612719,-0.0026630908,-0.0040792376,-0.00371778,-0.007569626,-0.005134478
2015-02-24,0.0014321953,-0.0003078729,0.0031412244,0.0028419793,-0.0024442412,-0.002585724,-0.003757432,-0.0027693212,-0.0063281357,-0.0049806647
2015-02-25,0.0006865412,-0.00048951805,-0.0021124333,0.005944848,-0.0006774701,-0.00022414327,-0.0029294938,-0.0033599436,-0.002662465,-0.0005466491
2015-02-26,-5.4702163e-05,0.0002182424,-0.0031466484,0.0042050183,-0.0008007623,-0.00010587275,0.00048306584,0.0040870607,-0.006320387,0.00063110515
2015-02-27,0.002038747,-0.0034395307,-0.00063602626,-0.00022428483,-0.0024900176,0.00085526705,-0.0011922419,0.0012204349,-0.00904879,-0.0014224574
2015-03-02,-0.0009472221,-0.00059723854,0.00038559735,0.004572764,0.0003852807,-0.0012183487,-0.00057272613,0.0019848943,-0.0051384717,0.0019832589
2015-03-03,-0.0016535744,-0.0013410002,-0.0038523376,0.0033337474,-0.001709912,-0.0011114329,-0.002766341,-0.0032867491,-0.007061228,-0.00085341185
2015-03-04,0.0077101886,0.0004582256,0.0020354092,-0.0018791705,-0.00288916,0.0032857805,-0.0011450946,-0.0029853284,-0.0056821927,1.2665987e-07
2015-03-05,0.0018853098,0.001861453,-0.0007067621,0.0051252022,-0.0021868981,0.00029097497,-0.00075270236,-0.0014066398,-0.004741341,-0.0011911765
2015-03-06,-0.00035808235,0.00012131035,-0.0025066286,0.0042411983,-0.0013736524,-0.0007856339,-0.00045347214,0.0013248622,-0.007323727,-0.0016500466
2015-03-09,0.000624679,0.0016006529,0.0034153461,0.0045696795,-0.0007003881,0.00037056208,0.00067442656,-0.00074756145,-0.0044823736,-8.549169e-05
2015-03-10,-0.0009848028,-0.0014474392,-0.000118389726,0.004563272,-0.0011510886,-0.0028501302,-0.0033230484,7.903576e-05,-0.006620027,-0.0030858852
2015-03-11,-3.746152e-05,0.0039325655,0.0050732195,0.0065650716,0.00067963824,-0.0012156665,0.0009197891,0.0023476481,-0.0025104582,0.0021741055
2015-03-12,0.0023638234,0.0012938827,-0.0015348047,0.005098745,-0.002960626,-0.0006773472,-0.003323853,-0.0037827492,-0.0059376657,-0.0010817423
2015-03-13,-0.010713235,-0.0011149794,-0.0022992045,0.008738637,0.0017165802,-0.0014710277,0.0073013157,0.009973824,-0.009676322,-0.0021036752
2015-03-16,0.001777783,0.0002770573,0.0004912913,0.0041159317,-0.0032731034,-0.0019349009,-0.0055568367,-0.0059841573,-0.00615035,-0.0037362017
2015-03-17,-0.0009406656,-0.0024861991,-0.0018493086,0.003329143,-0.0014229156,-0.0013353378,-0.0025009662,-0.0011765063,-0.0071988404,-0.0029256158
2015-03-18,0.0029523894,-0.002894193,0.00039461255,0.0011439845,-0.0037280358,0.0015320182,-0.0041791946,-0.0005367696,-0.0073211268,-0.0058471337
2015-03-19,0.0005858466,0.0018261224,-0.0022469312,0.0062421113,-0.002699349,-0.004952237,-0.0051979423,-0.005168557,-0.005419232,-0.0036898367
2015-03-20,0.0007785782,-7.1659684e-05,-0.0007760823,0.003846325,-0.0027537383,0.00053469837,-0.0017487705,0.0014755726,-0.006817095,-0.0019384399
2015-03-23,0.00027859956,0.0011345595,-0.0033759922,0.004592806,-0.0030112006,-0.0035909116,-0.006132856,-0.003312707,-0.0069121346,-0.0028545521
2015-03-24,0.0016518831,-0.00029471517,0.00080886483,0.0035787895,-0.0015120246,-0.00064970553,-0.0034240633,-0.001268059,-0.004517235,-0.0026554577
2015-03-25,0.0010539815,-0.0009818822,-0.0013725013,0.0039273277,-0.00041908398,-0.0009352565,-0.0009377003,0.002101928,-0.0057902634,-0.0005537458
2015-03-26,0.004251294,0.006215945,0.004960984,0.0035067797,4.2077154e-05,0.00047194958,0.0033768117,0.0004454553,-0.004148051,0.0033916794
2015-03-27,0.0016982034,0.00037781894,0.0012342036,0.0020055026,-0.0026721992,-0.0009774268,-0.003757134,-0.0029156804,-0.0071273968,-0.0019747205
2015-03-30,0.0012638047,0.0019436032,-0.003937766,0.005611472,-0.0031946637,-0.0007021874,-0.0067460686,-0.010630786,-0.0042937845,-0.0029003583
2015-03-31,-0.00050822645,-0.0010398328,0.00047892332,0.0019269362,-0.00169814,-0.0023855567,-0.0019549876,-0.0013799369,-0.00898286,-0.0045870543
2015-04-01,-0.0002442971,0.001544252,0.0008967817,0.0039041713,-0.0015707947,-0.0024161488,-0.0021587163,-0.00050085783,-0.007588178,-0.00032830238
2015-04-02,0.00011904538,-0.0010538548,0.000840351,0.0028533563,-0.0018592216,-0.0017927438,-0.0035354048,0.00057306886,-0.0076698065,-0.0031467527
2015-04-06,-0.00038596988,0.00075510144,0.0005054176,0.0034988672,-0.002427224,-0.00062325597,-0.0024949312,-0.0029945076,-0.0069942623,-0.0037752017
2015-04-07,0.0024102628,-0.0013476014,-0.0019351393,0.0017056763,-0.0045945384,-0.004724309,-0.008770302,-0.0049287677,-0.009302355,-0.0070575513
2015-04-08,0.002912268,-3.479421e-05,-0.0004349053,0.003965646,-0.0012992956,-0.00028258562,-0.004023388,-0.0022275448,-0.003998548,-0.0011714734
2015-04-09,-0.0033505037,0.001208201,-0.002542019,0.0066146776,-0.00025785342,-0.0031827092,-0.001726687,-0.0021758378,-0.0062668994,-0.0017691851
2015-04-10,-0.00192523,-0.00023517013,-0.0007221401,0.0034879968,-0.0022045113,-0.0030942857,-0.0031307638,-0.0021438003,-0.009087414,-0.0030685067
2015-04-13,0.0021127164,-0.00040970743,-0.0010286123,0.0022234097,-0.0030172504,-0.0018081069,-0.006011799,-0.005886525,-0.0065406337,-0.0027064718
2015-04-14,0.00024722517,0.0004210919,-0.0005092472,0.003907576,-0.0018873848,-0.0015168786,-0.002985999,-0.00044295192,-0.0057774484,-0.002240859
2015-04-15,-2.964586e-05,0.0021504462,-0.0010196865,0.0060529485,-0.002665583,-0.0017151833,-0.0018381476,-0.0023503304,-0.0064608827,-0.0043927953
2015-04-16,0.0028025657,-0.00081537664,-0.0024390668,0.0037146509,-0.003190551,-0.002794087,-0.00846222,-0.009589165,-0.0052473694,-0.0035383217
2015-04-17,0.0016700774,0.0017693043,0.001763761,9.8615885e-05,-0.0017294325,-0.0026993155,-0.0048176795,-0.0021257102,-0.0064844117,0.0007144995
2015-04-20,0.0036775917,0.0037684292,0.0027708858,0.0065870136,-0.0021423437,-0.0011247694,0.0010753721,-0.0033579767,-0.005475074,-0.00021290779
2015-04-21,0.0012793019,-0.0024466962,-0.006047055,0.0037764236,-0.0039680935,-0.0030208528,-0.005672753,-0.0050853193,-0.009096466,-0.009362325
2015-04-22,-0.003344819,-0.00026777387,-0.0031555146,0.008323334,-0.0010804869,-0.0007827878,0.0011458397,4.6253204e-05,-0.006807983,-0.0032505207
2015-04-23,0.0016950965,-0.0026851892,-0.0017726421,0.00080123544,-0.0041951574,-0.0009447485,-0.0037819147,-0.003308177,-0.010002822,-0.0036200248
2015-04-24,0.0012212619,-0.003150314,0.0010936111,-0.0006772354,-0.0011952557,-0.002343744,-0.0042441636,-0.0014694929,-0.007830374,-0.001177799
2015-04-27,0.003741622,0.00358437,-0.0100620985,0.005315721,-0.004040215,-0.016304642,-0.015623584,-0.011756688,-0.008897126,-0.016557135
2015-04-28,0.011772804,0.00068846345,0.0060952604,-0.009265907,-0.008535389,-6.617606e-05,-0.008471131,-0.006885737,-0.012262531,-0.001978241
2015-04-29,0.004973732,-0.0010647774,-0.00086431205,0.005725011,-0.0021571852,-0.0027818978,-0.0075466037,-0.0047258437,-0.0028492808,-0.0024556331
2015-04-30,-4.55752e-05,7.121265e-05,-0.0009072274,0.005016163,-0.0017666854,-0.0012398809,-0.0018221736,-0.0002130568,-0.0063467845,-0.0012499727
2015-05-01,0.00080182403,0.002246976,0.0021042079,0.006637223,-0.00054437295,-0.0013777167,-0.001788646,-0.00020045042,-0.0030362085,0.0007348545
2015-05-04,-0.00035134703,-0.0010824949,-2.6106834e-05,0.0007302314,-0.004241977,-0.0024320483,-0.0049501657,-0.0076392293,-0.00965289,-0.0031482428
2015-05-05,0.00026541203,0.00042311847,0.00038033724,0.0034641102,-0.0015210547,-0.0010985583,-0.0014182776,-0.0021003187,-0.005797863,-0.00027818605
2015-05-06,0.00090125203,0.003318116,0.0026811212,0.00456284,-0.0012414791,-0.0018105358,-0.00039716065,-0.00011008978,-0.0051973164,0.00093152747
2015-05-07,-0.004897654,0.0025024563,0.0012893528,0.0066989213,-0.0007580556,-0.00065772235,0.0026113242,0.00157848,-0.006126404,0.0009002425
2015-05-08,0.00021163374,-0.001553297,-0.0023956895,0.0037211403,-0.0012924112,-0.0017024279,-0.0038188845,-0.0022517443,-0.005385883,-0.004308827
2015-05-11,0.0030712038,-0.0035669059,-0.0030256659,0.00082903355,-0.0037938096,-0.002051711,-0.007159546,-0.006156087,-0.008142002,-0.0072084367
2015-05-12,-0.003256902,0.0008537322,-0.00033320487,0.00518173,-0.0011563934,-0.0028146803,-0.0011846274,-0.00031128526,-0.007007748,-0.0006553829
2015-05-13,-0.00018240511,0.00047928095,0.0011035353,0.0053757057,-0.00080994144,-0.00200437,-0.0029476732,-0.00027233362,-0.003625214,-0.00326154
2015-05-14,0.0016196296,-0.0013903677,-0.0009952635,0.0024257675,-0.003326837,-0.0012896061,-0.0046111196,-0.002156347,-0.006924905,-0.0029923841
2015-05-15,0.005210504,-0.0058215708,-0.004317686,-0.0006814599,-0.005105201,0.0014836937,-0.006089598,-0.0022447407,-0.00881359,-0.00915822
2015-05-18,-0.0011069998,2.9727817e-05,0.00046488643,0.006132491,-0.0003255941,-0.0009601414,-0.0011440814,-0.0019451678,-0.0036146417,-0.0011119656
2015-05-19,4.9434602e-05,-0.00043061376,0.00022991002,0.0012839213,-0.0032994188,-0.0009676069,-0.0030671656,-0.0035650432,-0.008494496,-0.0020017326
2015-05-20,0.0022846013,-0.0016184002,0.00012430549,0.0027286783,-0.0016414858,0.0004531294,-0.0013397038,-0.00048145652,-0.005904682,-0.0020697787
2015-05-21,0.00016426295,0.00016927719,-0.00013025105,0.0018479824,-0.0023652054,-0.0022814572,-0.003353566,-0.002872318,-0.007349208,-0.0012612976
2015-05-22,-0.0014794543,-0.000667125,-0.0019196123,0.0031019598,-0.0024688877,-0.0017112195,-0.0011102408,-0.0037109256,-0.008759081,-0.0033418797
2015-05-26,-0.0013537556,0.0006363094,0.0017172247,0.0031434447,-0.00237054,-0.0017245412,-0.0008505881,-0.0016951263,-0.007789582,-0.000822518
2015-05-27,-0.00034296513,0.0027179867,0.00084257126,0.0061403587,-0.0010881759,-0.0026882142,-0.00085635483,-0.0006634295,-0.0054210275,-5.8561563e-05
2015-05-28,-0.0007155165,-0.0023162365,-0.0030709207,0.002620101,-0.0036630668,-0.0040434897,-0.007046461,-0.004862666,-0.008756183,-0.0057510994
2015-05-29,0.0011194944,-0.00040386617,0.00027127564,0.0032228082,-0.0022054948,-0.0011947751,-0.0029072613,-0.002633959,-0.0061645955,-0.0007777512
2015-06-01,0.0005767122,0.003955081,0.00083450973,0.0045995116,-0.0022601523,-0.002144605,-0.002342835,-0.004979998,-0.0050297678,-0.00029136986
2015-06-02,-0.0017113686,-0.0017727464,-0.0017984211,0.0045204535,-0.0021390058,-0.002315849,-0.0013027936,0.0023476481,-0.00827004,-0.0031447746
2015-06-03,-0.0017111152,-0.0011896193,-0.00015977025,0.0044215694,0.00022047386,-0.00065509975,-2.233684e-05,0.0034101307,-0.0048274323,-0.00016208366
2015-06-04,-0.0009891912,-0.0007302761,-0.0021219403,0.0051733702,-0.001653228,-3.5598874e-05,-0.00041623414,0.0023494363,-0.0060700923,-0.003960371
2015-06-05,-0.00059626997,0.0018321425,0.0028515458,0.0035055056,-0.001141224,-0.0021752268,-0.0012978613,0.0006340742,-0.005569011,0.0012012236
2015-06-08,-0.0011648163,-0.0008535534,0.00015665591,0.0055453777,-0.0006461181,-0.00070787966,-0.0009742081,0.0020074844,-0.004995264,-0.0014633574
2015-06-09,0.00083137304,0.0012719184,0.002620548,0.004301153,-0.00064081326,-0.0014963299,-0.0010152012,-0.00014895201,-0.0048692673,-0.00060434267
2015-06-10,0.0006334856,0.000104025006,-0.0008453876,0.005498372,-0.0011504628,-0.00093588233,-0.0022041947,-0.0016533136,-0.0043715388,-0.0030543767
2015-06-11,0.0029381067,-0.004394576,-0.003852561,0.00092832,-0.0035912134,-0.00096328557,-0.0067534596,-0.0032435656,-0.0080155805,-0.005943414
2015-06-12,0.0012207702,0.0008830726,0.0004004538,0.002594933,-0.0023572184,-0.0017433614,-0.0029204339,-0.00250116,-0.0071662664,-0.0020662993
2015-06-15,-0.0011202693,0.00048407912,0.0011440963,0.0034943148,-0.0012028553,-0.0013922602,-0.00023409724,0.0020194054,-0.007257208,-7.535145e-05
2015-06-16,0.00069946796,0.00037293136,0.0013072193,0.005432278,-0.00049657,-3.5762787e-05,-0.0019165277,-0.0023279488,-0.0025487915,-0.0011679828
2015-06-17,0.00049598515,-0.0015930235,-0.0015648603,0.0026603863,-0.0026851632,-0.0016588569,-0.004666701,-0.0027740598,-0.007322371,-0.0041151233
2015-06-18,0.00049536675,0.0026645213,0.0010320842,0.0027845353,-0.0024226643,-0.003866151,-0.004956022,-0.003074646,-0.00578849,8.730963e-05
2015-06-19,-0.000113263726,-0.0024241358,-0.004702896,0.003318213,-0.0024123527,-0.0020401776,-0.0049710423,-0.002660334,-0.007414311,-0.005022034
2015-06-22,-0.0008758828,-0.00039042532,0.0011750609,0.002580203,-0.0007385649,-0.0003195256,-0.00026246905,0.002287805,-0.006682135,0.0017072447
2015-06-23,-0.0002251938,-0.0037350655,-0.0027555227,0.0018252954,-0.0035383739,0.001064986,-0.0031519234,0.000536561,-0.009187527,-0.0045546256
2015-06-24,-0.0026597157,-0.0007568598,-0.004012406,0.005058408,-0.0020679273,0.0007907748,0.0003759861,0.0023392737,-0.007871643,-0.0034909658
2015-06-25,-0.0007778406,-0.00079737604,0.00043037534,0.005396642,-0.0014981069,2.0593405e-05,-0.0017706901,-0.0004042983,-0.005073473,-0.0034045018
2015-06-26,0.0014904588,-0.00038519502,-0.00040832162,0.0034334585,-0.0018168725,-0.001383394,-0.0027990341,-0.002595365,-0.0067402273,-0.0022906587
2015-06-29,0.007782899,-0.0024072826,-0.0005501658,0.008652709,0.0026186071,0.007448837,0.00072182715,0.0019128323,0.006464824,-0.00668044
2015-06-30,0.0038796142,0.0033710003,0.0037579834,0.004746653,-0.00034523383,0.00045140088,0.0011639744,-0.0010512471,-0.003571093,-4.8261136e-05
2015-07-01,-0.001923874,0.0017554313,0.00023366511,0.00334806,-0.0014740564,-0.0030473918,-0.0024995357,-0.003061831,-0.007510707,-0.0025389493
2015-07-02,-0.0020862147,-0.0006776154,-0.0018162429,0.0054654554,-0.0009990074,-0.0024781525,-0.0025114566,-0.0005609989,-0.006220512,-0.0046649054
2015-07-06,-0.001125887,0.00030854344,-0.00071161985,0.0029032677,-0.0014574863,-0.0025793165,-0.0038555413,-0.0023606122,-0.0067522153,-0.0007942356
2015-07-07,0.003193006,-0.00019289553,0.0005259812,0.0035745502,-0.0012731589,0.00015187263,-0.0017707944,0.00049844384,-0.0050475523,-0.0035725795
2015-07-08,0.0060042217,-0.00022655725,-0.0030042976,0.0047211945,-0.0030458905,0.0013838708,0.0020889193,-0.004086092,-0.008429177,-0.004604865
2015-07-09,0.0052133203,0.001909554,0.0022027344,0.003302887,-0.0015405156,-0.00046736002,-0.0025351495,-0.0009095967,-0.0046828315,-0.00080145523
2015-07-10,9.184331e-05,-0.00033326447,-0.0024478436,0.0057101846,8.3800405e-05,-0.0009800047,-0.0015286058,0.0023227334,-0.0049117357,-0.0028226152
2015-07-13,-0.0017089024,-0.00090554357,-0.0030150115,0.002240412,-0.0029238202,-0.0018802136,-0.0019116104,-0.0042282045,-0.010092728,-0.00484176
